event_id,city_id,event_type,fd_onset,transition_interval_days,sm_min_pct_weighted,decline_rate_weighted,fd_duration_days_weighted,max_fd_coverage,wet_p5max_20d,wet_threshold_ratio_max_20d,vpd_mean_drought
E00189,C020,FD_P,2021-04-24,10.0,19.08246497163763,8.236751121732938,21.032243051439664,0.8966615259880129,61.58105706458848,1.960633542369706,1.4753143594795572
E00190,C020,FD_only,2023-05-05,,17.87137931708819,8.847222662305965,23.615958424799736,0.7071021378736149,,,1.61394668975305
E00191,C020,FD_P,2003-06-06,12.0,19.734710085572836,7.768499062169859,25.155541839327533,0.7739317231463627,64.79537855337061,1.1263986658438063,1.541877498152172
E00192,C020,FD_only,2005-07-07,,16.921967753885728,8.105963154941609,22.321499059169657,0.5649298822277353,,,1.6040416799313362
E00193,C020,FD_P,2007-08-08,14.0,20.683576116187265,8.000078073029846,22.780146389725555,0.754085671851135,64.02310118152647,1.7868487577530596,1.610620224112006
E00194,C020,FD_only,2009-04-09,,18.671788253130206,8.449334014998861,26.55213625537061,0.750260447218611,,,1.5845239371627242
E00195,C020,FD_P,2011-05-10,16.0,19.347361883897563,8.582983474190055,20.62966378478424,0.5551507414686575,57.98509820288411,1.6895038063588714,1.4546326366504279
E00196,C020,FD_only,2013-06-11,,17.99369005717226,7.5396257845287336,22.514233308494795,0.7322563109078205,,,1.5256923691513782
E00197,C020,FD_P,2015-07-12,11.0,20.532484960477113,8.143146087475223,25.877974872663916,0.7229614214304294,48.27790833601804,1.9619092739100628,1.6203995202829347
E00198,C020,FD_only,2017-08-13,,18.142668615267862,8.567069775816895,23.63141248297613,0.7543123883192906,,,1.5969968426013954
E00199,C020,FD_P,2019-04-14,13.0,18.753059883844763,8.362180285764335,24.693200543959293,0.7810542206307133,46.17401020808717,1.7559315908698965,1.6658430603447867
E00200,C020,FD_only,2021-05-15,,18.849811155584394,7.737644199199971,25.48615758207818,0.6961154144857262,,,1.6206598122758116
E00201,C021,FD_P,2022-04-05,10.0,11.530472494821606,6.989394423611611,21.442786665244427,0.7506119843375814,57.203763187279506,1.7266438904235808,1.8975372052379125
E00202,C021,FD_only,2002-05-06,,12.267820716913077,6.986418964804514,24.067688618210124,0.6154713154015303,,,1.846734499534025
E00203,C021,FD_P,2004-06-07,12.0,11.1065997893569,6.692280627884021,25.374670168026814,0.8522690656728991,73.1636139008013,1.796569152852184,1.6484433951642474
E00204,C021,FD_only,2006-07-08,,11.752609206177073,6.67117408167892,23.98143461784291,0.8589737232774701,,,1.8409863033321499
E00205,C021,FD_P,2008-08-09,14.0,11.702569810581563,7.089081818707835,24.23463447531491,0.8207426411931679,43.373532170631336,1.6439335966293407,1.9217074413574444
E00206,C021,FD_only,2010-04-10,,12.151349983445119,7.37941232918107,24.832285200882747,0.8086430944388061,,,1.7447706774262162
E00207,C021,FD_P,2012-05-11,16.0,11.167175894964371,6.739711479662823,23.3164911241638,0.8150162524670075,62.927012410421774,1.5712004944247568,1.7751209094714508
E00208,C021,FD_only,2014-06-12,,12.38532403217728,7.453733661494665,25.95113708132447,0.7451151533083658,,,1.717061888549342
E00209,C022,FD_P,2023-04-06,10.0,14.046189858280144,7.148042595345519,22.228565128340204,0.6837961583642299,85.58777612305452,1.10348345020591,1.1690895467552547
E00210,C022,FD_only,2003-05-07,,14.688773160146381,7.234362467901217,24.43253341015845,0.8645458100211278,,,1.1050507430717014
E00211,C022,FD_P,2005-06-08,12.0,14.321869925505979,7.506947347439616,23.963396477076774,0.5901390419079987,72.17506751007727,1.2485922741699433,1.1716028824072464
E00212,C022,FD_only,2007-07-09,,15.189363110638164,7.6498505277502025,21.045597304474637,0.697917191010353,,,1.2605664015046238
E00213,C022,FD_P,2009-08-10,14.0,12.527644656031722,7.393885923347459,21.917544337189806,0.8296745187970203,59.03645227463065,1.7124178918852588,1.1646282760157636
E00214,C022,FD_only,2011-04-11,,14.586116399138565,7.1472833006373415,27.513356104255553,0.8346141068049033,,,1.1510106304191103
E00215,C022,FD_P,2013-05-12,16.0,13.269808084571897,7.757577165104643,22.64041468253993,0.8858651031814323,51.902248250385085,1.9972326873402786,1.1454955505330802
E00216,C022,FD_only,2015-06-13,,15.459975319235525,7.506408500947332,23.833003902606524,0.6518071689503786,,,1.2097939398664137
E00217,C022,FD_P,2017-07-14,11.0,13.902684876314057,7.986459289493745,26.644873016748615,0.6534198998956061,53.0790167022991,1.4449391180021847,1.0694596269367587
E00218,C023,FD_P,2002-04-07,10.0,18.04187258676293,8.142614646331927,22.716701781712146,0.6153627667969411,62.495091486164455,1.524766276495602,0.7359774217493241
E00219,C023,FD_only,2004-05-08,,17.004635957952015,8.323806426656144,24.45691462536517,0.654976948877577,,,0.7294774529233522
E00220,C023,FD_P,2006-06-09,12.0,15.749729805736342,8.008216497936415,26.264921018313615,0.884839417002216,77.5886078034952,1.9781072864953826,0.8100677262922535
E00221,C023,FD_only,2008-07-10,,16.385447307245688,8.130295177673823,23.39642834442495,0.6583072628487674,,,0.6895841808350385
E00222,C023,FD_P,2010-08-11,14.0,16.60082873767925,7.731385374091124,24.62820509856814,0.8101657740303201,49.623833275307476,1.1136126740837267,0.7696095892800243
E00223,C023,FD_only,2012-04-12,,16.666424563769688,8.099677007277588,26.299601622776354,0.694960726723025,,,0.8106112087168548
E00224,C023,FD_P,2014-05-13,16.0,15.264190836610346,8.30919657943175,24.32267130596325,0.7747886038748506,36.61464319978778,1.4886946753862322,0.6819498683057862
E00225,C023,FD_only,2016-06-14,,18.37275243024165,8.402507868154654,23.737370830047624,0.661562292348065,,,0.6752603877301063
E00226,C023,FD_P,2018-07-15,11.0,17.811298004382284,7.613858992868947,25.612207171351834,0.8679638975206762,73.50745001390715,2.07692296613426,0.8018546534522346
E00227,C023,FD_only,2020-08-16,,14.90997479461386,7.40158221316607,21.054400866331996,0.6942941618269043,,,0.7156484267196732
E00228,C024,FD_P,2003-04-08,10.0,20.97591811457928,8.247039355875515,20.869407866036294,0.7572820340706857,70.05015615995761,1.3965702490161775,1.4245218568597788
E00229,C024,FD_only,2005-05-09,,18.728001445037343,8.2206193104588,22.208943721491277,0.5565667532634324,,,1.4612487701373602
E00230,C024,FD_P,2007-06-10,12.0,19.07924735715898,8.171981415330603,27.835418125119606,0.5635636557620516,98.4542478843219,1.2868721522093045,1.3895914420895337
E00231,C024,FD_only,2009-07-11,,16.23582830792036,8.326628541341451,22.11220028502126,0.7687696336906901,,,1.397029068719591
E00232,C024,FD_P,2011-08-12,14.0,18.255560335838165,9.082736390962532,23.389060826908153,0.6251615486107367,46.17944894526117,2.080640007820127,1.4098995908020144
E00233,C024,FD_only,2013-04-13,,19.280094148421938,8.349919304767695,25.443614833131317,0.8201805439563487,,,1.384009349468536
E00234,C024,FD_P,2015-05-14,16.0,18.78359403311123,8.032650877332637,22.12022580184024,0.5919796965321451,36.545767750091294,1.504718903590199,1.5075130731649344
E00235,C024,FD_only,2017-06-15,,19.81408721394452,7.777508173804,24.576079473687493,0.6307673430088802,,,1.5156522923696003
E00236,C024,FD_P,2019-07-16,11.0,21.22229160799251,7.905976138906825,26.75149523491091,0.7950571150419804,67.45635180778967,1.8470432748657344,1.3877901954312695
E00237,C024,FD_only,2021-08-17,,17.427394493458035,8.208169413556206,21.97537727605006,0.8878076770645498,,,1.3932089016386202
E00238,C024,FD_P,2023-04-18,13.0,17.571640649100008,8.133238248805082,24.329199607820854,0.8936046621066548,52.05653819169649,1.9325064198983166,1.4805092208300459
